generations,population,crossover,mutation,elitism,bits,score,avg_fitness,std_dev
16,90,0.7335,0.0488,0.5655,11,4.437240957218082,2.1968273719105937,1.2808271706149759
16,90,0.7335,0.0488,0.5885,14,4.5153257912803175,2.2083133090648452,1.4140249644309444
16,90,0.7335,0.0488,0.5885,14,4.629567574436905,1.9559340218594194,2.1472671051549708
16,90,0.7335,0.0488,0.5655,14,4.750146422888262,2.543040309448435,1.2142122268796531
16,90,0.7335,0.0488,0.5655,11,4.854014389449843,2.085092736081998,2.3378433067356905
16,90,0.7335,0.0488,0.5655,11,5.3111154639670115,2.8320623306657606,1.7581062666025027
16,90,0.7335,0.0488,0.5655,11,5.35153607780959,2.7157906857376086,2.071490784143963
16,90,0.7335,0.0488,0.5885,14,5.3954976587591075,3.1153441088917453,1.3603070997347242
16,90,0.7335,0.0488,0.5885,11,3.1096635071046093,1.190298596395137,0.638729821418945
16,90,0.7335,0.0488,0.5655,11,3.46138847623964,1.403167769318813,0.9164414138416546
16,90,0.7335,0.0488,0.5885,11,3.7970519405833905,2.0435162002325775,0.30707148070162554
16,90,0.7335,0.0488,0.5655,11,3.9888911102812212,2.158165834105182,0.4614505523520778
16,90,0.7335,0.0488,0.5655,11,3.989093354700023,2.2820867599535326,0.21401318949298112
16,90,0.7955,0.0488,0.5655,11,4.111814523979838,1.8638996556237746,1.2958297367121259
16,90,0.7335,0.0488,0.5885,11,4.495398400592057,2.1527872647897177,1.4852222716046786
16,90,0.7335,0.0488,0.5655,11,4.529421637880887,2.7983980674142033,0.2620471409333658
16,90,0.7335,0.0488,0.5885,11,4.63456147693325,2.5973453340290313,0.8744322858084378
16,90,0.7335,0.0339,0.5655,11,4.710283277210719,2.5289881049701854,1.1625903444810668
16,90,0.7335,0.0488,0.5655,11,4.770407424050266,2.6148453886855614,1.1111240707294092
16,90,0.7335,0.0488,0.5885,11,5.136940647063943,3.3632960909731495,0.34728911218158576
16,90,0.7335,0.0488,0.5885,11,5.292784766669762,3.015144422791612,1.3552806877562973
16,90,0.7335,0.0488,0.5655,11,5.469515380840463,2.7424886913222495,2.254053379036425
46,90,0.7335,0.0488,0.5655,11,6.789409223941949,1.6752980224056309,1.0282224030726348
16,90,0.7335,0.0488,0.5655,11,3.2666037935548777,1.388552383744564,0.5561028196206279
16,90,0.7335,0.0488,0.5655,11,3.5703057083889087,1.3916884820029551,1.157234452771907
16,90,0.7955,0.0488,0.5655,11,3.954525454870678,1.4600742479175703,1.7889024139062146
16,90,0.7335,0.0488,0.5885,11,3.9940823267901835,2.052072962980187,0.6840187276199932
16,90,0.7335,0.0488,0.5655,11,4.0051646788345465,1.9251899287558392,0.9599495001574156
16,90,0.7335,0.0488,0.5655,11,4.006854205972036,2.23225757604677,0.34919325985053123
16,90,0.7335,0.0488,0.5885,11,4.0496599245506815,1.8316841064796279,1.2359516361421083
