generations,population,crossover,mutation,elitism,bits,score,avg_fitness,std_dev
10,97,0.6812,0.0466,0.6012,16,-21.252301109093374,-22.268482604995665,0.03236299180457943
10,97,0.6812,0.0466,0.6012,16,-21.247144749314874,-22.264741507841865,0.035193517053986115
10,97,0.6812,0.0326,0.6012,22,-21.246328091121885,-22.260701047074036,0.02874591190430354
10,97,0.6812,0.0466,0.7326,16,-21.24224356254678,-22.26037358670618,0.03626004831880452
10,97,0.6812,0.0466,0.6012,16,-21.24045816034236,-22.2509013347271,0.02088634876947704
10,97,0.6812,0.0326,0.6012,16,-21.228540916487287,-22.246398129272936,0.03571442557129909
10,97,0.6812,0.0466,0.6012,16,-21.22594861182126,-22.242037253684497,0.032177283726475915
10,96,0.6812,0.0466,0.6012,16,-21.222536698687883,-22.244201400991702,0.04332940460764001
10,97,0.6812,0.0466,0.6012,16,-21.221236399613147,-22.24382355002556,0.045174300824825264
10,97,0.6812,0.0466,0.6012,16,-21.212841614391998,-22.241911138891794,0.058139048999589965
10,97,0.6812,0.0326,0.6012,16,-21.212395444468488,-22.229128600821003,0.033466312705027555
10,97,0.6812,0.0466,0.6012,16,-21.211793042178716,-22.239574503404775,0.05556292245211818
10,97,0.6812,0.0466,0.6012,34,-21.204505871278055,-22.221757260244893,0.034502777933671236
10,97,0.6812,0.0466,0.6012,16,-21.197218839608297,-22.228453209301524,0.06246873938645663
10,97,0.6812,0.0466,0.6012,16,-21.177812414535197,-22.208051929575877,0.060479030081363704
10,97,0.6812,0.0466,0.6012,16,-21.277595348402482,-22.288153404440227,0.021116112075490853
10,97,0.6812,0.0466,0.6012,16,-21.26674712300049,-22.281065926187004,0.028637606373034894
10,97,0.6812,0.0466,0.6012,22,-21.25504493027552,-22.271427357889404,0.0327648552277668
10,97,0.6812,0.0466,0.6012,35,-21.242159787397306,-22.256514054499437,0.028708534204264568
10,97,0.6812,0.0466,0.7326,16,-21.240909441745597,-22.249472747297432,0.017126611103670027
10,97,0.6812,0.0326,0.6012,22,-21.234419182681943,-22.260939449149628,0.053040532935372725
10,97,0.6812,0.0466,0.6012,16,-21.23434506946918,-22.264587989520518,0.06048584010267314
10,97,0.6812,0.0466,0.6012,16,-21.22511493245277,-22.240154209579437,0.030078554253339298
10,43,0.6812,0.0466,0.6012,16,-21.217765933651975,-22.233662517393338,0.0317931674827271
10,97,0.6812,0.0466,0.6012,22,-21.212646568090264,-22.23512181446918,0.04495049275783388
10,97,0.6812,0.0466,0.6012,16,-21.206605815563517,-22.222420933556446,0.031630235985855085
10,97,0.7554,0.0466,0.6012,16,-21.200114098290086,-22.215981327638563,0.03173445869694951
10,97,0.6812,0.0326,0.6012,16,-21.195822143518424,-22.22200999720567,0.05237570737449501
10,97,0.6812,0.0466,0.6012,16,-21.185412874756228,-22.21869640408482,0.06656705865718274
10,97,0.6812,0.0326,0.6012,22,-21.180859398358777,-22.195939659713716,0.03016052270987995
10,97,0.6812,0.0466,0.7326,16,-21.255184414592243,-22.271463695139733,0.0325585610949768
10,97,0.6812,0.0466,0.7326,25,-21.233174621039094,-22.263691910468058,0.061034578857926805
10,97,0.6812,0.0466,0.7326,16,-21.22843792736049,-22.243721972213073,0.030568089705169842
10,97,0.6812,0.0466,0.6012,16,-21.22697424382203,-22.243294583348515,0.03264067905296719
10,97,0.6812,0.0466,0.6012,16,-21.224501343076152,-22.248555037138864,0.048107388125423325
10,97,0.6812,0.0466,0.7326,22,-21.222859014970307,-22.256429717948336,0.06714140595606
10,97,0.6812,0.0466,0.6012,16,-21.218177481492738,-22.241932491494182,0.04751002000289153
10,97,0.6812,0.0466,0.6012,16,-21.215952177938924,-22.240516728964465,0.04912910205107972
10,97,0.6632,0.0466,0.6012,16,-21.21556267930312,-22.2393954125218,0.047665466437363864
10,97,0.6812,0.0466,0.7326,16,-21.210826373627597,-22.232033064218648,0.04241338118209982
10,97,0.6812,0.0466,0.6992,22,-21.2051188246187,-22.237204396638163,0.06417114403892013
10,97,0.6812,0.0326,0.6012,22,-21.194473654947878,-22.225581542499587,0.06221577510341825
10,97,0.6812,0.0466,0.6012,35,-21.18949296648298,-22.225062789613542,0.07113964626112063
10,97,0.6812,0.0466,0.6012,22,-21.17784498275625,-22.216465432152507,0.07724089879251449
10,97,0.6812,0.0466,0.6012,16,-21.167363996573048,-22.197571685954657,0.06041537876321438
10,97,0.6812,0.0466,0.7326,25,-21.247233571125395,-22.259885600308102,0.02530405836541513
10,97,0.6812,0.0466,0.6012,16,-21.240743195836362,-22.260896521347803,0.04030665102288032
10,97,0.6812,0.0466,0.6012,16,-21.234968331968325,-22.257757253299474,0.045577842662298286
10,97,0.6812,0.0466,0.7326,16,-21.22560754160192,-22.250127668916214,0.0490402546285845
10,97,0.6812,0.0466,0.7326,25,-21.220844250928426,-22.245811889851627,0.04993527784640078
10,97,0.6812,0.0466,0.7326,16,-21.220196191875555,-22.247676743689873,0.054961103628633115
10,97,0.6812,0.0466,0.6012,16,-21.215006005105952,-22.233725789564275,0.03743956891664616
10,97,0.6812,0.0466,0.6012,16,-21.214871535550817,-22.232430214519244,0.035117357936855526
10,97,0.6812,0.0466,0.5654,16,-21.21444722452358,-22.22647531678412,0.024056184521085197
10,97,0.6812,0.0466,0.7326,25,-21.212094993605263,-22.221528101507673,0.018866215804821868
10,97,0.6812,0.0466,0.6012,16,-21.211958353244235,-22.236701429377103,0.049486152265739186
10,97,0.6812,0.0466,0.6012,25,-21.20930304778696,-22.219833611663194,0.021061127752465818
10,97,0.6812,0.0466,0.734,25,-21.204356780392278,-22.228554127765154,0.048394694745753294
10,97,0.6812,0.0466,0.7326,22,-21.204141039449606,-22.230839017645653,0.05339595639209622
10,97,0.6812,0.0466,0.7326,16,-21.202465572491217,-22.216409143059,0.02788714113556743
10,97,0.6812,0.0466,0.6012,25,-21.250621254757192,-22.266652531727804,0.03206255394122318
10,97,0.6812,0.0466,0.7326,16,-21.250577208383913,-22.26047258749873,0.01979075822963105
10,97,0.6812,0.0466,0.7326,25,-21.246144091371864,-22.26653194386474,0.04077570498575773
10,97,0.6812,0.0466,0.6012,16,-21.24060570119148,-22.25508887898535,0.02896635558773982
10,97,0.6812,0.0466,0.7326,16,-21.240245507849103,-22.26499156846464,0.049492121231072654
10,97,0.6812,0.0466,0.7326,16,-21.238021424555665,-22.24973058862742,0.023418328143505775
10,97,0.6812,0.0466,0.7326,16,-21.229003786573735,-22.237500378716526,0.01699318428558154
10,97,0.6812,0.0466,0.7326,16,-21.22620233245345,-22.238762214589073,0.025119764271245647
10,97,0.6812,0.0466,0.7326,25,-21.21786083003812,-22.241132385964022,0.04654311185180617
10,97,0.6812,0.0466,0.6012,16,-21.215673467486297,-22.241811555685942,0.052276176399287444
10,97,0.6812,0.0466,0.7326,16,-21.21072047622931,-22.24300487227063,0.06456879208264425
10,97,0.6812,0.0466,0.6012,16,-21.210480204726977,-22.230191395824182,0.039422382194412985
10,97,0.6812,0.0466,0.6012,16,-21.19968778821519,-22.227009388501745,0.05464320057311347
10,97,0.6812,0.0466,0.7326,16,-21.17219585289042,-22.21406269820154,0.08373369062224066
46,97,0.6812,0.0466,0.7326,16,-17.617966037187394,-22.23432521433874,0.03271835430268497
10,97,0.6812,0.0466,0.6012,25,-21.276982753282848,-22.283258720274766,0.012551933983838961
10,97,0.6812,0.0466,0.6012,16,-21.2513806783887,-22.269661231971927,0.03656110716645445
10,97,0.6812,0.0466,0.7326,16,-21.2354864688135,-22.251023845957743,0.031074754288483435
10,97,0.6812,0.0466,0.7326,16,-21.229998988345116,-22.247118667501862,0.03423935831349267
10,97,0.6812,0.0466,0.7326,25,-21.213254953350887,-22.243097612721073,0.059685318740374436
10,97,0.6812,0.0466,0.7326,16,-21.211474221488004,-22.236035023672507,0.04912160436900277
10,97,0.6357,0.0466,0.7326,16,-21.20965508325066,-22.244553094828955,0.06979602315659023
10,97,0.6812,0.0466,0.7326,25,-21.208958578108383,-22.22024420851754,0.022571260818309305
10,97,0.6812,0.0466,0.7326,25,-21.195439268015065,-22.21349502653388,0.03611151703763309
10,97,0.6812,0.0466,0.7326,16,-21.185009442685246,-22.20659053395302,0.04316218253554512
10,97,0.6812,0.0466,0.6012,16,-21.183209821632104,-22.200727507736637,0.03503537220906415
10,97,0.6812,0.0466,0.7326,16,-21.179801306485214,-22.19411089169441,0.0286191704183965
10,97,0.6812,0.0466,0.6012,25,-21.174985579508018,-22.219020915442442,0.08807067186884877
10,97,0.6812,0.0466,0.7326,25,-21.16588396627848,-22.217395246160798,0.10302255976464054
12,97,0.6812,0.0466,0.6012,25,-21.029275144728892,-22.251458222479297,0.04436615550080736
10,97,0.6812,0.0466,0.7326,25,-21.275566517739676,-22.285318432405642,0.01950382933192932
10,97,0.6812,0.0466,0.7326,25,-21.256283085652004,-22.26973812769784,0.02691008409166546
10,97,0.6812,0.0466,0.6012,16,-21.251052855292688,-22.267988714575555,0.033871718565737854
10,97,0.6812,0.0466,0.7326,16,-21.247466784930236,-22.260122026645135,0.025310483429801373
10,97,0.6812,0.0466,0.7326,16,-21.24548558708316,-22.264613876148385,0.038256578130450414
10,97,0.6812,0.0466,0.7326,16,-21.2453414915811,-22.262620233263508,0.03455748336481591
10,97,0.6812,0.0466,0.7326,16,-21.242497806464122,-22.257078868504692,0.029162124081140123
10,97,0.6812,0.0466,0.6012,16,-21.239252535540047,-22.25371162332224,0.028918175564382573
10,97,0.6812,0.0466,0.7326,25,-21.225735744252688,-22.2494392080927,0.04740692768002425
10,97,0.6812,0.0466,0.6012,21,-21.207331725663586,-22.23337919701286,0.05209494269854656
10,97,0.6357,0.0466,0.7326,16,-21.204465563504495,-22.221469396102478,0.03400766519596616
10,97,0.6812,0.0466,0.6012,25,-21.203031665094834,-22.21768380834258,0.02930428649549611
10,97,0.6812,0.0466,0.7326,25,-21.19254171860216,-22.221030922539207,0.05697840787408764
10,97,0.6812,0.0466,0.7326,16,-21.189885116697113,-22.208065366643442,0.03636049989266063
10,97,0.6812,0.0466,0.7326,16,-21.186472595512694,-22.221603465971707,0.07026174091802484
10,97,0.6812,0.0466,0.7326,16,-21.255689430671865,-22.269863292799187,0.028347724254647187
10,97,0.6812,0.0425,0.7326,25,-21.235728329369984,-22.25762386515461,0.04379107156924959
10,97,0.6812,0.0466,0.6012,25,-21.235258501912135,-22.25009857681809,0.029680149811908738
10,97,0.6812,0.0466,0.7326,16,-21.233733760615014,-22.249247504086835,0.031027486943641724
