generations,population,crossover,mutation,elitism,bits,maximize,avg_fitness,std_dev,avg_generations
10,10,0.6,0.01,0.55,10,False,11.540828088186082,4.8081332690155625,10
10,10,0.6,0.01,0.55,20,False,9.75686991046694,5.712541716977782,10
10,10,0.6,0.01,0.55,35,False,8.353720459615621,5.301691966240304,10
10,10,0.6,0.01,0.65,10,False,11.681052565574868,4.7032060795700374,10
10,10,0.6,0.01,0.65,20,False,10.948946505545337,5.108638986153812,10
10,10,0.6,0.01,0.65,35,False,13.255157070181001,2.726092584847346,10
10,10,0.6,0.01,0.75,10,False,11.919253217385346,3.5250300095956373,10
10,10,0.6,0.01,0.75,20,False,11.3685900945392,7.4674779216541385,10
10,10,0.6,0.01,0.75,35,False,13.02927017628825,6.975725532486636,10
10,10,0.6,0.03,0.55,10,False,6.780800382196238,4.5144393079155245,10
10,10,0.6,0.03,0.55,20,False,7.347831735228586,5.64993250151178,10
10,10,0.6,0.03,0.55,35,False,8.234539094841978,2.5497338171806416,10
10,10,0.6,0.03,0.65,10,False,10.053198228192057,7.086383813940791,10
10,10,0.6,0.03,0.65,20,False,11.755116296046266,5.138733256503037,10
10,10,0.6,0.03,0.65,35,False,7.7432537115778075,3.975575726426617,10
10,10,0.6,0.03,0.75,10,False,8.183107701670998,2.7079936056456715,10
10,10,0.6,0.03,0.75,20,False,11.23761377793489,5.25829259876563,10
10,10,0.6,0.03,0.75,35,False,14.194774819186952,7.836322471930869,10
10,10,0.6,0.05,0.55,10,False,7.211426412503119,3.560551552681336,10
10,10,0.6,0.05,0.55,20,False,7.032465771262755,2.7345542842725403,10
10,10,0.6,0.05,0.55,35,False,4.657508134060072,2.8667782950400253,10
10,10,0.6,0.05,0.65,10,False,10.359270423454138,4.721041242357586,10
10,10,0.6,0.05,0.65,20,False,7.317775929625817,4.2264929857661615,10
10,10,0.6,0.05,0.65,35,False,8.883132114976792,1.8715830155626285,10
10,10,0.6,0.05,0.75,10,False,10.353254445768105,4.198425026280556,10
10,10,0.6,0.05,0.75,20,False,7.50656107286542,3.9411169703486095,10
10,10,0.6,0.05,0.75,35,False,9.37254637284611,4.273829316037087,10
10,10,0.7,0.01,0.55,10,False,9.275981770395633,2.431551739964946,10
10,10,0.7,0.01,0.55,20,False,8.740790226592656,4.667338257300214,10
10,10,0.7,0.01,0.55,35,False,10.435434626471032,5.195137574356618,10
10,10,0.7,0.01,0.65,10,False,5.923081138989146,3.1950003110297,10
10,10,0.7,0.01,0.65,20,False,8.036843057327326,3.7199192975211828,10
10,10,0.7,0.01,0.65,35,False,7.757967746793768,4.727157804596319,10
