generations,population,crossover,mutation,elitism,bits,score,avg_fitness,std_dev
35,78,0.7269,0.0362,0.5659,25,6.527696660652805,2.940897369838624,0.17359858162836256
35,99,0.7832,0.0362,0.6235,25,6.581704443809011,2.9524056182653706,0.25859765108728006
35,24,0.7269,0.0336,0.6235,25,6.802938098699423,2.6475379284680605,1.3108003404627246
35,78,0.7269,0.0362,0.5659,25,7.061009306331947,3.314804466283985,0.492409680095924
35,78,0.7832,0.0336,0.5659,29,4.402409532594457,0.7111355798466042,0.38254790549570483
35,78,0.7832,0.0336,0.5841,33,5.366526063574247,1.55991685959537,0.6132184079577525
35,99,0.7835,0.0336,0.6235,25,5.463141485663495,1.6629662866178845,0.6003503980912199
35,78,0.7269,0.0336,0.5659,23,5.605137535045616,1.4594200834488278,1.2914349031935755
35,78,0.7269,0.0412,0.6235,12,5.958748394512771,2.164888124164609,0.5877205406963236
35,99,0.7269,0.0336,0.6235,25,6.027239020917865,2.216179691781856,0.6221186582720165
35,78,0.7269,0.0336,0.5659,12,6.08521938269492,2.5028511228313617,0.16473651972711595
35,78,0.7832,0.0336,0.5659,25,6.183564592714404,2.033114455590735,1.3009002742473388
35,99,0.7269,0.0362,0.6235,25,6.206907973263403,2.492837611244143,0.4281407240385209
35,87,0.7832,0.0336,0.5659,33,6.376489765661429,2.255796772506388,1.2413859863100813
35,78,0.606,0.0336,0.5659,25,6.53282468305787,2.6503861331777725,0.7648770997601949
35,78,0.7269,0.0336,0.5659,25,6.655825772387094,3.010542468226002,0.29056660832218417
35,78,0.7269,0.0336,0.5659,33,6.764038787730152,3.0664118703941643,0.3952538346719751
35,87,0.7832,0.0108,0.5659,33,6.815628510794566,3.087544276311333,0.4561684689664643
35,48,0.7269,0.0336,0.5659,12,7.121408926769074,3.0538012429628343,1.1352153676124788
35,78,0.7832,0.0336,0.5659,23,5.008807530621535,1.0528472774631443,0.9119205063167812
35,99,0.7835,0.0336,0.6235,25,5.274049172438508,1.5371520556884108,0.47379423350019384
35,78,0.7269,0.0336,0.5841,33,5.6130280738986595,1.8781214307422112,0.4698132863128965
35,78,0.7269,0.0336,0.5659,12,5.702755770508826,1.6543018672949619,1.096907806427728
35,78,0.7832,0.0336,0.5659,23,5.755266823557367,1.4847133090983455,1.5411070289180437
35,78,0.7269,0.0412,0.6235,29,5.8557862035492745,1.600296618685896,1.5109791697267565
35,78,0.7832,0.0336,0.6235,25,6.008991627376421,2.163433069749804,0.6911171152532343
35,78,0.7832,0.0336,0.5841,33,6.020033124710759,1.73658631987662,1.5668936096682775
35,78,0.7832,0.0298,0.5659,33,6.093775532563605,2.2996387250878376,0.5882736149515347
35,78,0.7269,0.0336,0.5659,23,6.140623612356416,2.166109910216834,0.9490274042791645
35,99,0.7269,0.0336,0.6235,25,6.167222150672145,2.136987774730673,1.0604687518829432
35,78,0.7269,0.0412,0.5841,12,6.336586051939033,2.599644668694987,0.47388276648809213
35,99,0.7269,0.042,0.6235,25,6.434743780349018,2.0121377321379232,1.8452120964221914
35,78,0.7269,0.0412,0.6235,12,6.470025245849669,2.552987722860051,0.834075045979238
35,78,0.7832,0.0336,0.5659,29,6.724428681265436,2.663444490922827,1.1219683806852179
35,78,0.7269,0.0336,0.5841,33,4.653250643568391,0.8278908692368453,0.6507195486630927
35,78,0.7832,0.0336,0.6235,25,4.841358723677443,0.9413263365146224,0.8000647743256403
35,78,0.7269,0.0412,0.6235,29,5.1165781034310776,1.2167947235978944,0.7995667596663658
35,78,0.7832,0.0336,0.5659,33,5.953402683513637,2.1118276968573473,0.6831499733125797
35,78,0.7832,0.0336,0.5659,23,5.992962717157921,2.055053530526034,0.8758183732637731
35,78,0.7835,0.0336,0.6119,23,6.235209824548214,2.646799263264348,0.1768211225677323
35,78,0.7832,0.0336,0.5659,23,6.309965432748317,2.187615582274452,1.244699700947731
35,78,0.7269,0.0336,0.5659,11,6.329222741029181,2.106381182643533,1.4456831167712967
35,78,0.7832,0.0336,0.5659,12,6.341504725009241,2.1536842183469487,1.3756410133245836
35,99,0.7835,0.0336,0.6235,25,6.4962364487202215,2.4330698804297843,1.1263331365808733
35,78,0.7269,0.0336,0.5659,12,6.636082239915531,2.456670398759656,1.358823682311751
35,78,0.7269,0.0336,0.5841,33,6.681528236766276,3.001316154514046,0.3604241645044607
35,78,0.7269,0.0336,0.6235,25,7.0318700278341595,2.87241745269303,1.3189051502822593
35,78,0.7832,0.0336,0.5659,23,7.165853999423101,3.129283370505648,1.0731412578349058
35,78,0.7832,0.0336,0.5659,23,7.210081922759665,3.296433267754888,0.8272973100095531
35,78,0.7832,0.0336,0.5659,23,4.657106129546441,1.1149989188274831,0.08421442143791572
35,78,0.7832,0.0336,0.5659,23,4.882171541594671,1.3004744629509202,0.16339415728750215
35,78,0.7832,0.0336,0.6235,25,4.921196758281193,1.3514606260229713,0.1394722645164418
35,78,0.7832,0.0336,0.5659,23,5.6796282206450135,1.7262724104236284,0.9067116204427704
35,78,0.7832,0.0336,0.6235,25,5.681224970546776,1.6048304025958626,1.1527891359018252
35,78,0.7269,0.0336,0.5841,33,6.037773254551572,2.106168621934174,0.8632092652347962
35,78,0.7832,0.0412,0.6235,29,6.168475411755506,2.1973413892556035,0.9422680449998051
35,78,0.7269,0.0412,0.6235,29,6.275397149201453,2.280249135736848,0.9902960269292105
35,78,0.7832,0.0336,0.5659,33,6.331275573128124,2.492315420229112,0.6779203057980243
35,78,0.7832,0.0412,0.5659,29,6.523831840768942,2.8461032243111353,0.35545723291561404
35,78,0.7269,0.0412,0.6235,29,6.6214303569628505,2.5939845062328826,1.0548917014599368
35,78,0.7832,0.0336,0.6235,29,6.676707468604999,2.958787443981545,0.43584004924690795
35,78,0.7835,0.0336,0.6119,23,6.9593627855432185,3.233150925013533,0.45242372105937034
35,78,0.7269,0.0412,0.6235,29,6.967335650754656,2.783947357829538,1.3667765858502368
35,37,0.7832,0.0336,0.6235,29,7.004368813571363,2.451320759182597,2.10609610877753
35,78,0.7832,0.0336,0.5659,23,4.938349330114882,1.1044487382098411,0.6678011838100816
35,78,0.7269,0.0336,0.5841,33,5.284757348757156,1.2797837823279374,1.0099471328584384
35,78,0.7832,0.0336,0.5659,23,5.482870575008471,1.7848733548732973,0.3959944402703486
35,78,0.7832,0.0336,0.5659,23,5.529105593712141,1.3653313827440745,1.3275484219361329
